campagne,date,jour,variable,groupe,valeur
2022-2023,2023-01-23,98,DOSES(J07E1),65 ans et plus,2448
2022-2023,2023-01-23,98,ACTE(VGP),moins de 65 ans,1432
2022-2023,2023-01-23,98,DOSES(J07E1),moins de 65 ans,2223
2022-2023,2023-01-24,99,ACTE(VGP),65 ans et plus,2177
2022-2023,2023-01-24,99,DOSES(J07E1),65 ans et plus,2675
2022-2023,2023-01-24,99,ACTE(VGP),moins de 65 ans,1473
2022-2023,2023-01-24,99,DOSES(J07E1),moins de 65 ans,2383
2022-2023,2023-01-25,100,ACTE(VGP),65 ans et plus,1611
2022-2023,2023-01-25,100,DOSES(J07E1),65 ans et plus,2342
2022-2023,2023-01-25,100,ACTE(VGP),moins de 65 ans,1207
2022-2023,2023-01-25,100,DOSES(J07E1),moins de 65 ans,1914
2022-2023,2023-01-26,101,ACTE(VGP),65 ans et plus,1612
2022-2023,2023-01-26,101,DOSES(J07E1),65 ans et plus,2354
2022-2023,2023-01-26,101,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-26,101,DOSES(J07E1),moins de 65 ans,1997
2022-2023,2023-01-27,102,ACTE(VGP),65 ans et plus,1745
2022-2023,2023-01-27,102,DOSES(J07E1),65 ans et plus,2730
2022-2023,2023-01-27,102,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-27,102,DOSES(J07E1),moins de 65 ans,2230
2022-2023,2023-01-28,103,ACTE(VGP),65 ans et plus,754
2022-2023,2023-01-28,103,DOSES(J07E1),65 ans et plus,1123
2022-2023,2023-01-28,103,ACTE(VGP),moins de 65 ans,742
2022-2023,2023-01-28,103,DOSES(J07E1),moins de 65 ans,1189
2022-2023,2023-01-29,104,ACTE(VGP),65 ans et plus,88
2022-2023,2023-01-29,104,DOSES(J07E1),65 ans et plus,84
2022-2023,2023-01-29,104,ACTE(VGP),moins de 65 ans,30
2022-2023,2023-01-29,104,DOSES(J07E1),moins de 65 ans,54
2022-2023,2023-01-30,105,ACTE(VGP),65 ans et plus,1654
2022-2023,2023-01-30,105,DOSES(J07E1),65 ans et plus,2401
2022-2023,2023-01-30,105,ACTE(VGP),moins de 65 ans,1219
2022-2023,2023-01-30,105,DOSES(J07E1),moins de 65 ans,1903
2022-2023,2023-01-31,106,ACTE(VGP),65 ans et plus,1830
2022-2023,2023-01-31,106,DOSES(J07E1),65 ans et plus,2441
2022-2023,2023-01-31,106,ACTE(VGP),moins de 65 ans,1231
2022-2023,2023-01-31,106,DOSES(J07E1),moins de 65 ans,2076
2022-2023,2023-02-01,107,ACTE(VGP),65 ans et plus,682
2022-2023,2023-02-01,107,DOSES(J07E1),65 ans et plus,800
2022-2023,2023-02-01,107,ACTE(VGP),moins de 65 ans,713
2022-2023,2023-02-01,107,DOSES(J07E1),moins de 65 ans,1215
2022-2023,2023-02-02,108,ACTE(VGP),65 ans et plus,689
2022-2023,2023-02-02,108,DOSES(J07E1),65 ans et plus,1226
2022-2023,2023-02-02,108,ACTE(VGP),moins de 65 ans,637
2022-2023,2023-02-02,108,DOSES(J07E1),moins de 65 ans,996
2022-2023,2023-02-03,109,ACTE(VGP),65 ans et plus,659
2022-2023,2023-02-03,109,DOSES(J07E1),65 ans et plus,765
2022-2023,2023-02-03,109,ACTE(VGP),moins de 65 ans,620
2022-2023,2023-02-03,109,DOSES(J07E1),moins de 65 ans,1007
2022-2023,2023-02-04,110,ACTE(VGP),65 ans et plus,252
2022-2023,2023-02-04,110,DOSES(J07E1),65 ans et plus,461
2022-2023,2023-02-04,110,ACTE(VGP),moins de 65 ans,297
2022-2023,2023-02-04,110,DOSES(J07E1),moins de 65 ans,498
2022-2023,2023-02-05,111,ACTE(VGP),65 ans et plus,14
2022-2023,2023-02-05,111,DOSES(J07E1),65 ans et plus,31
2022-2023,2023-02-05,111,ACTE(VGP),moins de 65 ans,21
2022-2023,2023-02-05,111,DOSES(J07E1),moins de 65 ans,24
2022-2023,2023-02-06,112,ACTE(VGP),65 ans et plus,508
2022-2023,2023-02-06,112,DOSES(J07E1),65 ans et plus,423
2022-2023,2023-02-06,112,ACTE(VGP),moins de 65 ans,521
2022-2023,2023-02-06,112,DOSES(J07E1),moins de 65 ans,798
2022-2023,2023-02-07,113,ACTE(VGP),65 ans et plus,505
2022-2023,2023-02-07,113,DOSES(J07E1),65 ans et plus,566
2022-2023,2023-02-07,113,ACTE(VGP),moins de 65 ans,483
2022-2023,2023-02-07,113,DOSES(J07E1),moins de 65 ans,787
2022-2023,2023-02-08,114,ACTE(VGP),65 ans et plus,450
2022-2023,2023-02-08,114,DOSES(J07E1),65 ans et plus,485
2022-2023,2023-02-08,114,ACTE(VGP),moins de 65 ans,437
2022-2023,2023-02-08,114,DOSES(J07E1),moins de 65 ans,689
2022-2023,2023-02-09,115,ACTE(VGP),65 ans et plus,575
2022-2023,2023-02-09,115,DOSES(J07E1),65 ans et plus,504
2022-2023,2023-02-09,115,ACTE(VGP),moins de 65 ans,535
2022-2023,2023-02-09,115,DOSES(J07E1),moins de 65 ans,817
2022-2023,2023-02-10,116,ACTE(VGP),65 ans et plus,563
2022-2023,2023-02-10,116,DOSES(J07E1),65 ans et plus,562
2022-2023,2023-02-10,116,ACTE(VGP),moins de 65 ans,506
2022-2023,2023-02-10,116,DOSES(J07E1),moins de 65 ans,728
2022-2023,2023-02-11,117,ACTE(VGP),65 ans et plus,277
2022-2023,2023-02-11,117,DOSES(J07E1),65 ans et plus,310
2022-2023,2023-02-11,117,ACTE(VGP),moins de 65 ans,284
2022-2023,2023-02-11,117,DOSES(J07E1),moins de 65 ans,445
2022-2023,2023-02-12,118,ACTE(VGP),65 ans et plus,17
2022-2023,2023-02-12,118,DOSES(J07E1),65 ans et plus,2
2022-2023,2023-02-12,118,ACTE(VGP),moins de 65 ans,8
2022-2023,2023-02-12,118,DOSES(J07E1),moins de 65 ans,8
2022-2023,2023-02-13,119,ACTE(VGP),65 ans et plus,484
2022-2023,2023-02-13,119,DOSES(J07E1),65 ans et plus,377
2022-2023,2023-02-13,119,ACTE(VGP),moins de 65 ans,467
2022-2023,2023-02-13,119,DOSES(J07E1),moins de 65 ans,578
2022-2023,2023-02-14,120,ACTE(VGP),65 ans et plus,412
2022-2023,2023-02-14,120,DOSES(J07E1),65 ans et plus,314
2022-2023,2023-02-14,120,ACTE(VGP),moins de 65 ans,382
2022-2023,2023-02-14,120,DOSES(J07E1),moins de 65 ans,532
2022-2023,2023-02-15,121,ACTE(VGP),65 ans et plus,444
2022-2023,2023-02-15,121,DOSES(J07E1),65 ans et plus,225
2022-2023,2023-02-15,121,ACTE(VGP),moins de 65 ans,398
2022-2023,2023-02-15,121,DOSES(J07E1),moins de 65 ans,510
2022-2023,2023-02-16,122,ACTE(VGP),65 ans et plus,383
2022-2023,2023-02-16,122,DOSES(J07E1),65 ans et plus,300
2022-2023,2023-02-16,122,ACTE(VGP),moins de 65 ans,320
2022-2023,2023-02-16,122,DOSES(J07E1),moins de 65 ans,561
2022-2023,2023-02-17,123,ACTE(VGP),65 ans et plus,287
2022-2023,2023-02-17,123,DOSES(J07E1),65 ans et plus,412
2022-2023,2023-02-17,123,ACTE(VGP),moins de 65 ans,361
2022-2023,2023-02-17,123,DOSES(J07E1),moins de 65 ans,517
2022-2023,2023-02-18,124,ACTE(VGP),65 ans et plus,221
2022-2023,2023-02-18,124,DOSES(J07E1),65 ans et plus,190
2022-2023,2023-02-18,124,ACTE(VGP),moins de 65 ans,203
2022-2023,2023-02-18,124,DOSES(J07E1),moins de 65 ans,305
2022-2023,2023-02-19,125,ACTE(VGP),65 ans et plus,26
2022-2023,2023-02-19,125,DOSES(J07E1),65 ans et plus,23
2022-2023,2023-02-19,125,ACTE(VGP),moins de 65 ans,18
2022-2023,2023-02-19,125,DOSES(J07E1),moins de 65 ans,16
2022-2023,2023-02-20,126,ACTE(VGP),65 ans et plus,418
2022-2023,2023-02-20,126,DOSES(J07E1),65 ans et plus,234
2022-2023,2023-02-20,126,ACTE(VGP),moins de 65 ans,307
2022-2023,2023-02-20,126,DOSES(J07E1),moins de 65 ans,363
2022-2023,2023-02-21,127,ACTE(VGP),65 ans et plus,321
2022-2023,2023-02-21,127,DOSES(J07E1),65 ans et plus,207
2022-2023,2023-02-21,127,ACTE(VGP),moins de 65 ans,323
2022-2023,2023-02-21,127,DOSES(J07E1),moins de 65 ans,392
2022-2023,2023-02-22,128,ACTE(VGP),65 ans et plus,301
2022-2023,2023-02-22,128,DOSES(J07E1),65 ans et plus,329
2022-2023,2023-02-22,128,ACTE(VGP),moins de 65 ans,314
2022-2023,2023-02-22,128,DOSES(J07E1),moins de 65 ans,416
2022-2023,2023-02-23,129,ACTE(VGP),65 ans et plus,367
2022-2023,2023-02-23,129,DOSES(J07E1),65 ans et plus,290
2022-2023,2023-02-23,129,ACTE(VGP),moins de 65 ans,330
2022-2023,2023-02-23,129,DOSES(J07E1),moins de 65 ans,500
2022-2023,2023-02-24,130,ACTE(VGP),65 ans et plus,270
2022-2023,2023-02-24,130,DOSES(J07E1),65 ans et plus,403
2022-2023,2023-02-24,130,ACTE(VGP),moins de 65 ans,292
2022-2023,2023-02-24,130,DOSES(J07E1),moins de 65 ans,411
2022-2023,2023-02-25,131,ACTE(VGP),65 ans et plus,145
2022-2023,2023-02-25,131,DOSES(J07E1),65 ans et plus,131
2022-2023,2023-02-25,131,ACTE(VGP),moins de 65 ans,175
2022-2023,2023-02-25,131,DOSES(J07E1),moins de 65 ans,273
2022-2023,2023-02-26,132,ACTE(VGP),65 ans et plus,7
2022-2023,2023-02-26,132,DOSES(J07E1),65 ans et plus,9
2022-2023,2023-02-26,132,ACTE(VGP),moins de 65 ans,15
2022-2023,2023-02-26,132,DOSES(J07E1),moins de 65 ans,28
2022-2023,2023-02-27,133,ACTE(VGP),65 ans et plus,344
2022-2023,2023-02-27,133,DOSES(J07E1),65 ans et plus,259
2022-2023,2023-02-27,133,ACTE(VGP),moins de 65 ans,291
2022-2023,2023-02-27,133,DOSES(J07E1),moins de 65 ans,409
2022-2023,2023-02-28,134,ACTE(VGP),65 ans et plus,361
2022-2023,2023-02-28,134,DOSES(J07E1),65 ans et plus,354
2022-2023,2023-02-28,134,ACTE(VGP),moins de 65 ans,329
2022-2023,2023-02-28,134,DOSES(J07E1),moins de 65 ans,411
2023-2024,2023-10-17,1,ACTE(VGP),65 ans et plus,165358
2023-2024,2023-10-17,1,DOSES(J07E1),65 ans et plus,460513
2023-2024,2023-10-17,1,ACTE(VGP),moins de 65 ans,45120
2023-2024,2023-10-17,1,DOSES(J07E1),moins de 65 ans,109899
2023-2024,2023-10-18,2,ACTE(VGP),65 ans et plus,120833
2023-2024,2023-10-18,2,DOSES(J07E1),65 ans et plus,315498
2023-2024,2023-10-18,2,ACTE(VGP),moins de 65 ans,33324
2023-2024,2023-10-18,2,DOSES(J07E1),moins de 65 ans,77909
2023-2024,2023-10-19,3,ACTE(VGP),65 ans et plus,126152
2023-2024,2023-10-19,3,DOSES(J07E1),65 ans et plus,300589
2023-2024,2023-10-19,3,ACTE(VGP),moins de 65 ans,32594
2023-2024,2023-10-19,3,DOSES(J07E1),moins de 65 ans,70954
2023-2024,2023-10-20,4,ACTE(VGP),65 ans et plus,112963
2023-2024,2023-10-20,4,DOSES(J07E1),65 ans et plus,255531
2023-2024,2023-10-20,4,ACTE(VGP),moins de 65 ans,34831
2023-2024,2023-10-20,4,DOSES(J07E1),moins de 65 ans,70718
2023-2024,2023-10-21,5,ACTE(VGP),65 ans et plus,32658
2023-2024,2023-10-21,5,DOSES(J07E1),65 ans et plus,103700
2023-2024,2023-10-21,5,ACTE(VGP),moins de 65 ans,18330
2023-2024,2023-10-21,5,DOSES(J07E1),moins de 65 ans,40878
2023-2024,2023-10-22,6,ACTE(VGP),65 ans et plus,265
2023-2024,2023-10-22,6,DOSES(J07E1),65 ans et plus,1493
2023-2024,2023-10-22,6,ACTE(VGP),moins de 65 ans,212
2023-2024,2023-10-22,6,DOSES(J07E1),moins de 65 ans,435
2023-2024,2023-10-23,7,ACTE(VGP),65 ans et plus,97705
2023-2024,2023-10-23,7,DOSES(J07E1),65 ans et plus,218232
2023-2024,2023-10-23,7,ACTE(VGP),moins de 65 ans,27917
2023-2024,2023-10-23,7,DOSES(J07E1),moins de 65 ans,59534
2023-2024,2023-10-24,8,ACTE(VGP),65 ans et plus,119787
2023-2024,2023-10-24,8,DOSES(J07E1),65 ans et plus,252434
2023-2024,2023-10-24,8,ACTE(VGP),moins de 65 ans,30503
2023-2024,2023-10-24,8,DOSES(J07E1),moins de 65 ans,62660
2023-2024,2023-10-25,9,ACTE(VGP),65 ans et plus,90320
2023-2024,2023-10-25,9,DOSES(J07E1),65 ans et plus,200503
2023-2024,2023-10-25,9,ACTE(VGP),moins de 65 ans,24523
2023-2024,2023-10-25,9,DOSES(J07E1),moins de 65 ans,53089
2023-2024,2023-10-26,10,ACTE(VGP),65 ans et plus,92667
2023-2024,2023-10-26,10,DOSES(J07E1),65 ans et plus,195061
2023-2024,2023-10-26,10,ACTE(VGP),moins de 65 ans,25280
2023-2024,2023-10-26,10,DOSES(J07E1),moins de 65 ans,52435
2023-2024,2023-10-27,11,ACTE(VGP),65 ans et plus,91062
2023-2024,2023-10-27,11,DOSES(J07E1),65 ans et plus,190841
2023-2024,2023-10-27,11,ACTE(VGP),moins de 65 ans,28542
2023-2024,2023-10-27,11,DOSES(J07E1),moins de 65 ans,56153
2023-2024,2023-10-28,12,ACTE(VGP),65 ans et plus,26060
2023-2024,2023-10-28,12,DOSES(J07E1),65 ans et plus,77933
2023-2024,2023-10-28,12,ACTE(VGP),moins de 65 ans,14513
2023-2024,2023-10-28,12,DOSES(J07E1),moins de 65 ans,31992
2023-2024,2023-10-29,13,ACTE(VGP),65 ans et plus,326
2023-2024,2023-10-29,13,DOSES(J07E1),65 ans et plus,1137
2023-2024,2023-10-29,13,ACTE(VGP),moins de 65 ans,194
2023-2024,2023-10-29,13,DOSES(J07E1),moins de 65 ans,488
2023-2024,2023-10-30,14,ACTE(VGP),65 ans et plus,85891
2023-2024,2023-10-30,14,DOSES(J07E1),65 ans et plus,183332
2023-2024,2023-10-30,14,ACTE(VGP),moins de 65 ans,26453
2023-2024,2023-10-30,14,DOSES(J07E1),moins de 65 ans,54468
2023-2024,2023-10-31,15,ACTE(VGP),65 ans et plus,105785
2023-2024,2023-10-31,15,DOSES(J07E1),65 ans et plus,218565
2023-2024,2023-10-31,15,ACTE(VGP),moins de 65 ans,29422
2023-2024,2023-10-31,15,DOSES(J07E1),moins de 65 ans,60440
2023-2024,2023-11-01,16,ACTE(VGP),65 ans et plus,739
2023-2024,2023-11-01,16,DOSES(J07E1),65 ans et plus,1820
2023-2024,2023-11-01,16,ACTE(VGP),moins de 65 ans,371
2023-2024,2023-11-01,16,DOSES(J07E1),moins de 65 ans,835
2023-2024,2023-11-02,17,ACTE(VGP),65 ans et plus,89474
2023-2024,2023-11-02,17,DOSES(J07E1),65 ans et plus,184810
2023-2024,2023-11-02,17,ACTE(VGP),moins de 65 ans,27031
2023-2024,2023-11-02,17,DOSES(J07E1),moins de 65 ans,55418
2023-2024,2023-11-03,18,ACTE(VGP),65 ans et plus,111818
2023-2024,2023-11-03,18,DOSES(J07E1),65 ans et plus,219545
2023-2024,2023-11-03,18,ACTE(VGP),moins de 65 ans,33956
2023-2024,2023-11-03,18,DOSES(J07E1),moins de 65 ans,64035
2023-2024,2023-11-04,19,ACTE(VGP),65 ans et plus,30535
2023-2024,2023-11-04,19,DOSES(J07E1),65 ans et plus,81605
2023-2024,2023-11-04,19,ACTE(VGP),moins de 65 ans,16694
2023-2024,2023-11-04,19,DOSES(J07E1),moins de 65 ans,35082
2023-2024,2023-11-05,20,ACTE(VGP),65 ans et plus,293
2023-2024,2023-11-05,20,DOSES(J07E1),65 ans et plus,839
2023-2024,2023-11-05,20,ACTE(VGP),moins de 65 ans,221
2023-2024,2023-11-05,20,DOSES(J07E1),moins de 65 ans,402
2023-2024,2023-11-06,21,ACTE(VGP),65 ans et plus,124365
2023-2024,2023-11-06,21,DOSES(J07E1),65 ans et plus,235083
2023-2024,2023-11-06,21,ACTE(VGP),moins de 65 ans,28976
2023-2024,2023-11-06,21,DOSES(J07E1),moins de 65 ans,58802
2023-2024,2023-11-07,22,ACTE(VGP),65 ans et plus,150665
2023-2024,2023-11-07,22,DOSES(J07E1),65 ans et plus,271855
2023-2024,2023-11-07,22,ACTE(VGP),moins de 65 ans,31647
2023-2024,2023-11-07,22,DOSES(J07E1),moins de 65 ans,62519
2023-2024,2023-11-08,23,ACTE(VGP),65 ans et plus,113110
2023-2024,2023-11-08,23,DOSES(J07E1),65 ans et plus,210263
2023-2024,2023-11-08,23,ACTE(VGP),moins de 65 ans,26937
2023-2024,2023-11-08,23,DOSES(J07E1),moins de 65 ans,55074
2023-2024,2023-11-09,24,ACTE(VGP),65 ans et plus,121136
2023-2024,2023-11-09,24,DOSES(J07E1),65 ans et plus,215236
2023-2024,2023-11-09,24,ACTE(VGP),moins de 65 ans,27719
2023-2024,2023-11-09,24,DOSES(J07E1),moins de 65 ans,54757
2023-2024,2023-11-10,25,ACTE(VGP),65 ans et plus,118375
2023-2024,2023-11-10,25,DOSES(J07E1),65 ans et plus,212245
2023-2024,2023-11-10,25,ACTE(VGP),moins de 65 ans,34555
2023-2024,2023-11-10,25,DOSES(J07E1),moins de 65 ans,64124
2023-2024,2023-11-11,26,ACTE(VGP),65 ans et plus,858
2023-2024,2023-11-11,26,DOSES(J07E1),65 ans et plus,2578
2023-2024,2023-11-11,26,ACTE(VGP),moins de 65 ans,628
2023-2024,2023-11-11,26,DOSES(J07E1),moins de 65 ans,1673
2023-2024,2023-11-12,27,ACTE(VGP),65 ans et plus,288
2023-2024,2023-11-12,27,DOSES(J07E1),65 ans et plus,776
2023-2024,2023-11-12,27,ACTE(VGP),moins de 65 ans,174
2023-2024,2023-11-12,27,DOSES(J07E1),moins de 65 ans,540
2023-2024,2023-11-13,28,ACTE(VGP),65 ans et plus,118954
2023-2024,2023-11-13,28,DOSES(J07E1),65 ans et plus,214073
2023-2024,2023-11-13,28,ACTE(VGP),moins de 65 ans,28483
2023-2024,2023-11-13,28,DOSES(J07E1),moins de 65 ans,56686
2023-2024,2023-11-14,29,ACTE(VGP),65 ans et plus,142255
2023-2024,2023-11-14,29,DOSES(J07E1),65 ans et plus,235527
2023-2024,2023-11-14,29,ACTE(VGP),moins de 65 ans,29755
2023-2024,2023-11-14,29,DOSES(J07E1),moins de 65 ans,57133
2023-2024,2023-11-15,30,ACTE(VGP),65 ans et plus,111556
2023-2024,2023-11-15,30,DOSES(J07E1),65 ans et plus,186627
2023-2024,2023-11-15,30,ACTE(VGP),moins de 65 ans,26722
2023-2024,2023-11-15,30,DOSES(J07E1),moins de 65 ans,51264
2023-2024,2023-11-16,31,ACTE(VGP),65 ans et plus,103550
2023-2024,2023-11-16,31,DOSES(J07E1),65 ans et plus,169419
2023-2024,2023-11-16,31,ACTE(VGP),moins de 65 ans,23903
2023-2024,2023-11-16,31,DOSES(J07E1),moins de 65 ans,45106
2023-2024,2023-11-17,32,ACTE(VGP),65 ans et plus,102840
2023-2024,2023-11-17,32,DOSES(J07E1),65 ans et plus,164936
2023-2024,2023-11-17,32,ACTE(VGP),moins de 65 ans,29866
2023-2024,2023-11-17,32,DOSES(J07E1),moins de 65 ans,52249
2023-2024,2023-11-18,33,ACTE(VGP),65 ans et plus,26647
2023-2024,2023-11-18,33,DOSES(J07E1),65 ans et plus,55835
2023-2024,2023-11-18,33,ACTE(VGP),moins de 65 ans,17214
2023-2024,2023-11-18,33,DOSES(J07E1),moins de 65 ans,31942
2023-2024,2023-11-19,34,ACTE(VGP),65 ans et plus,211
2023-2024,2023-11-19,34,DOSES(J07E1),65 ans et plus,608
2023-2024,2023-11-19,34,ACTE(VGP),moins de 65 ans,163
2023-2024,2023-11-19,34,DOSES(J07E1),moins de 65 ans,443
2023-2024,2023-11-20,35,ACTE(VGP),65 ans et plus,95141
2023-2024,2023-11-20,35,DOSES(J07E1),65 ans et plus,148910
2023-2024,2023-11-20,35,ACTE(VGP),moins de 65 ans,23549
2023-2024,2023-11-20,35,DOSES(J07E1),moins de 65 ans,43661
2023-2024,2023-11-21,36,ACTE(VGP),65 ans et plus,107664
2023-2024,2023-11-21,36,DOSES(J07E1),65 ans et plus,165047
2023-2024,2023-11-21,36,ACTE(VGP),moins de 65 ans,24741
2023-2024,2023-11-21,36,DOSES(J07E1),moins de 65 ans,44373
2023-2024,2023-11-22,37,ACTE(VGP),65 ans et plus,78683
2023-2024,2023-11-22,37,DOSES(J07E1),65 ans et plus,123742
2023-2024,2023-11-22,37,ACTE(VGP),moins de 65 ans,21286
2023-2024,2023-11-22,37,DOSES(J07E1),moins de 65 ans,39395
2023-2024,2023-11-23,38,ACTE(VGP),65 ans et plus,80829
2023-2024,2023-11-23,38,DOSES(J07E1),65 ans et plus,125475
2023-2024,2023-11-23,38,ACTE(VGP),moins de 65 ans,20648
2023-2024,2023-11-23,38,DOSES(J07E1),moins de 65 ans,37328
2023-2024,2023-11-24,39,ACTE(VGP),65 ans et plus,78890
2023-2024,2023-11-24,39,DOSES(J07E1),65 ans et plus,120489
2023-2024,2023-11-24,39,ACTE(VGP),moins de 65 ans,25275
2023-2024,2023-11-24,39,DOSES(J07E1),moins de 65 ans,42706
2023-2024,2023-11-25,40,ACTE(VGP),65 ans et plus,21630
2023-2024,2023-11-25,40,DOSES(J07E1),65 ans et plus,42430
2023-2024,2023-11-25,40,ACTE(VGP),moins de 65 ans,14107
2023-2024,2023-11-25,40,DOSES(J07E1),moins de 65 ans,25784
2023-2024,2023-11-26,41,ACTE(VGP),65 ans et plus,145
2023-2024,2023-11-26,41,DOSES(J07E1),65 ans et plus,373
2023-2024,2023-11-26,41,ACTE(VGP),moins de 65 ans,169
2023-2024,2023-11-26,41,DOSES(J07E1),moins de 65 ans,340
2023-2024,2023-11-27,42,ACTE(VGP),65 ans et plus,69847
2023-2024,2023-11-27,42,DOSES(J07E1),65 ans et plus,105969
2023-2024,2023-11-27,42,ACTE(VGP),moins de 65 ans,18791
2023-2024,2023-11-27,42,DOSES(J07E1),moins de 65 ans,34569
2023-2024,2023-11-28,43,ACTE(VGP),65 ans et plus,83264
2023-2024,2023-11-28,43,DOSES(J07E1),65 ans et plus,122574
2023-2024,2023-11-28,43,ACTE(VGP),moins de 65 ans,20484
2023-2024,2023-11-28,43,DOSES(J07E1),moins de 65 ans,36585
2023-2024,2023-11-29,44,ACTE(VGP),65 ans et plus,60762
2023-2024,2023-11-29,44,DOSES(J07E1),65 ans et plus,93716
2023-2024,2023-11-29,44,ACTE(VGP),moins de 65 ans,18143
2023-2024,2023-11-29,44,DOSES(J07E1),moins de 65 ans,33570
2023-2024,2023-11-30,45,ACTE(VGP),65 ans et plus,63289
2023-2024,2023-11-30,45,DOSES(J07E1),65 ans et plus,94177
2023-2024,2023-11-30,45,ACTE(VGP),moins de 65 ans,17375
2023-2024,2023-11-30,45,DOSES(J07E1),moins de 65 ans,31418
2023-2024,2023-12-01,46,ACTE(VGP),65 ans et plus,62594
2023-2024,2023-12-01,46,DOSES(J07E1),65 ans et plus,91116
2023-2024,2023-12-01,46,ACTE(VGP),moins de 65 ans,21350
2023-2024,2023-12-01,46,DOSES(J07E1),moins de 65 ans,35154
2023-2024,2023-12-02,47,ACTE(VGP),65 ans et plus,18175
2023-2024,2023-12-02,47,DOSES(J07E1),65 ans et plus,32141
2023-2024,2023-12-02,47,ACTE(VGP),moins de 65 ans,12480
2023-2024,2023-12-02,47,DOSES(J07E1),moins de 65 ans,21756
2023-2024,2023-12-03,48,ACTE(VGP),65 ans et plus,151
2023-2024,2023-12-03,48,DOSES(J07E1),65 ans et plus,351
2023-2024,2023-12-03,48,ACTE(VGP),moins de 65 ans,183
2023-2024,2023-12-03,48,DOSES(J07E1),moins de 65 ans,353
2023-2024,2023-12-04,49,ACTE(VGP),65 ans et plus,52991
2023-2024,2023-12-04,49,DOSES(J07E1),65 ans et plus,76705
2023-2024,2023-12-04,49,ACTE(VGP),moins de 65 ans,16318
2023-2024,2023-12-04,49,DOSES(J07E1),moins de 65 ans,27687
2023-2024,2023-12-05,50,ACTE(VGP),65 ans et plus,63320
2023-2024,2023-12-05,50,DOSES(J07E1),65 ans et plus,90360
2023-2024,2023-12-05,50,ACTE(VGP),moins de 65 ans,17137
2023-2024,2023-12-05,50,DOSES(J07E1),moins de 65 ans,29270
2023-2024,2023-12-06,51,ACTE(VGP),65 ans et plus,46721
2023-2024,2023-12-06,51,DOSES(J07E1),65 ans et plus,69153
2023-2024,2023-12-06,51,ACTE(VGP),moins de 65 ans,14921
2023-2024,2023-12-06,51,DOSES(J07E1),moins de 65 ans,26224
2023-2024,2023-12-07,52,ACTE(VGP),65 ans et plus,51810
2023-2024,2023-12-07,52,DOSES(J07E1),65 ans et plus,74786
2023-2024,2023-12-07,52,ACTE(VGP),moins de 65 ans,15986
2023-2024,2023-12-07,52,DOSES(J07E1),moins de 65 ans,26524
2023-2024,2023-12-08,53,ACTE(VGP),65 ans et plus,50129
2023-2024,2023-12-08,53,DOSES(J07E1),65 ans et plus,70281
2023-2024,2023-12-08,53,ACTE(VGP),moins de 65 ans,18755
2023-2024,2023-12-08,53,DOSES(J07E1),moins de 65 ans,29992
2023-2024,2023-12-09,54,ACTE(VGP),65 ans et plus,13277
2023-2024,2023-12-09,54,DOSES(J07E1),65 ans et plus,22842
2023-2024,2023-12-09,54,ACTE(VGP),moins de 65 ans,10188
2023-2024,2023-12-09,54,DOSES(J07E1),moins de 65 ans,17685
2023-2024,2023-12-10,55,ACTE(VGP),65 ans et plus,119
2023-2024,2023-12-10,55,DOSES(J07E1),65 ans et plus,192
2023-2024,2023-12-10,55,ACTE(VGP),moins de 65 ans,174
2023-2024,2023-12-10,55,DOSES(J07E1),moins de 65 ans,355
2023-2024,2023-12-11,56,ACTE(VGP),65 ans et plus,40992
2023-2024,2023-12-11,56,DOSES(J07E1),65 ans et plus,58286
2023-2024,2023-12-11,56,ACTE(VGP),moins de 65 ans,14081
2023-2024,2023-12-11,56,DOSES(J07E1),moins de 65 ans,23224
2023-2024,2023-12-12,57,ACTE(VGP),65 ans et plus,43464
2023-2024,2023-12-12,57,DOSES(J07E1),65 ans et plus,60320
2023-2024,2023-12-12,57,ACTE(VGP),moins de 65 ans,14349
2023-2024,2023-12-12,57,DOSES(J07E1),moins de 65 ans,22916
2023-2024,2023-12-13,58,ACTE(VGP),65 ans et plus,32619
2023-2024,2023-12-13,58,DOSES(J07E1),65 ans et plus,46069
2023-2024,2023-12-13,58,ACTE(VGP),moins de 65 ans,12203
2023-2024,2023-12-13,58,DOSES(J07E1),moins de 65 ans,20515
2023-2024,2023-12-14,59,ACTE(VGP),65 ans et plus,37864
2023-2024,2023-12-14,59,DOSES(J07E1),65 ans et plus,53286
2023-2024,2023-12-14,59,ACTE(VGP),moins de 65 ans,13292
2023-2024,2023-12-14,59,DOSES(J07E1),moins de 65 ans,21688
2023-2024,2023-12-15,60,ACTE(VGP),65 ans et plus,36273
2023-2024,2023-12-15,60,DOSES(J07E1),65 ans et plus,50499
2023-2024,2023-12-15,60,ACTE(VGP),moins de 65 ans,15482
2023-2024,2023-12-15,60,DOSES(J07E1),moins de 65 ans,23877
2023-2024,2023-12-16,61,ACTE(VGP),65 ans et plus,11619
2023-2024,2023-12-16,61,DOSES(J07E1),65 ans et plus,18144
2023-2024,2023-12-16,61,ACTE(VGP),moins de 65 ans,9035
2023-2024,2023-12-16,61,DOSES(J07E1),moins de 65 ans,14506
2023-2024,2023-12-17,62,ACTE(VGP),65 ans et plus,145
