campagne,date,jour,variable,groupe,valeur
2023-2024,2024-01-22,98,DOSES(J07E1),65 ans et plus,3915
2023-2024,2024-01-22,98,ACTE(VGP),moins de 65 ans,1658
2023-2024,2024-01-22,98,DOSES(J07E1),moins de 65 ans,2918
2023-2024,2024-01-23,99,ACTE(VGP),65 ans et plus,3331
2023-2024,2024-01-23,99,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-23,99,ACTE(VGP),moins de 65 ans,1699
2023-2024,2024-01-23,99,DOSES(J07E1),moins de 65 ans,2713
2023-2024,2024-01-24,100,ACTE(VGP),65 ans et plus,2583
2023-2024,2024-01-24,100,DOSES(J07E1),65 ans et plus,3884
2023-2024,2024-01-24,100,ACTE(VGP),moins de 65 ans,1489
2023-2024,2024-01-24,100,DOSES(J07E1),moins de 65 ans,2561
2023-2024,2024-01-25,101,ACTE(VGP),65 ans et plus,2665
2023-2024,2024-01-25,101,DOSES(J07E1),65 ans et plus,3912
2023-2024,2024-01-25,101,ACTE(VGP),moins de 65 ans,1385
2023-2024,2024-01-25,101,DOSES(J07E1),moins de 65 ans,2108
2023-2024,2024-01-26,102,ACTE(VGP),65 ans et plus,2466
2023-2024,2024-01-26,102,DOSES(J07E1),65 ans et plus,3615
2023-2024,2024-01-26,102,ACTE(VGP),moins de 65 ans,1615
2023-2024,2024-01-26,102,DOSES(J07E1),moins de 65 ans,2648
2023-2024,2024-01-27,103,ACTE(VGP),65 ans et plus,1092
2023-2024,2024-01-27,103,DOSES(J07E1),65 ans et plus,1711
2023-2024,2024-01-27,103,ACTE(VGP),moins de 65 ans,999
2023-2024,2024-01-27,103,DOSES(J07E1),moins de 65 ans,1764
2023-2024,2024-01-28,104,ACTE(VGP),65 ans et plus,24
2023-2024,2024-01-28,104,DOSES(J07E1),65 ans et plus,68
2023-2024,2024-01-28,104,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-01-28,104,DOSES(J07E1),moins de 65 ans,36
2023-2024,2024-01-29,105,ACTE(VGP),65 ans et plus,2569
2023-2024,2024-01-29,105,DOSES(J07E1),65 ans et plus,3727
2023-2024,2024-01-29,105,ACTE(VGP),moins de 65 ans,1387
2023-2024,2024-01-29,105,DOSES(J07E1),moins de 65 ans,2348
2023-2024,2024-01-30,106,ACTE(VGP),65 ans et plus,2651
2023-2024,2024-01-30,106,DOSES(J07E1),65 ans et plus,3404
2023-2024,2024-01-30,106,ACTE(VGP),moins de 65 ans,1464
2023-2024,2024-01-30,106,DOSES(J07E1),moins de 65 ans,2489
2023-2024,2024-01-31,107,ACTE(VGP),65 ans et plus,2234
2023-2024,2024-01-31,107,DOSES(J07E1),65 ans et plus,3064
2023-2024,2024-01-31,107,ACTE(VGP),moins de 65 ans,1485
2023-2024,2024-01-31,107,DOSES(J07E1),moins de 65 ans,2304
2023-2024,2024-02-01,108,ACTE(VGP),65 ans et plus,1361
2023-2024,2024-02-01,108,DOSES(J07E1),65 ans et plus,1543
2023-2024,2024-02-01,108,ACTE(VGP),moins de 65 ans,901
2023-2024,2024-02-01,108,DOSES(J07E1),moins de 65 ans,1433
2023-2024,2024-02-02,109,ACTE(VGP),65 ans et plus,1613
2023-2024,2024-02-02,109,DOSES(J07E1),65 ans et plus,1995
2023-2024,2024-02-02,109,ACTE(VGP),moins de 65 ans,1124
2023-2024,2024-02-02,109,DOSES(J07E1),moins de 65 ans,1752
2023-2024,2024-02-03,110,ACTE(VGP),65 ans et plus,652
2023-2024,2024-02-03,110,DOSES(J07E1),65 ans et plus,1033
2023-2024,2024-02-03,110,ACTE(VGP),moins de 65 ans,797
2023-2024,2024-02-03,110,DOSES(J07E1),moins de 65 ans,1193
2023-2024,2024-02-04,111,ACTE(VGP),65 ans et plus,16
2023-2024,2024-02-04,111,DOSES(J07E1),65 ans et plus,28
2023-2024,2024-02-04,111,ACTE(VGP),moins de 65 ans,6
2023-2024,2024-02-04,111,DOSES(J07E1),moins de 65 ans,49
2023-2024,2024-02-05,112,ACTE(VGP),65 ans et plus,1173
2023-2024,2024-02-05,112,DOSES(J07E1),65 ans et plus,1563
2023-2024,2024-02-05,112,ACTE(VGP),moins de 65 ans,858
2023-2024,2024-02-05,112,DOSES(J07E1),moins de 65 ans,1401
2023-2024,2024-02-06,113,ACTE(VGP),65 ans et plus,1121
2023-2024,2024-02-06,113,DOSES(J07E1),65 ans et plus,1305
2023-2024,2024-02-06,113,ACTE(VGP),moins de 65 ans,742
2023-2024,2024-02-06,113,DOSES(J07E1),moins de 65 ans,1210
2023-2024,2024-02-07,114,ACTE(VGP),65 ans et plus,701
2023-2024,2024-02-07,114,DOSES(J07E1),65 ans et plus,875
2023-2024,2024-02-07,114,ACTE(VGP),moins de 65 ans,725
2023-2024,2024-02-07,114,DOSES(J07E1),moins de 65 ans,1111
2023-2024,2024-02-08,115,ACTE(VGP),65 ans et plus,898
2023-2024,2024-02-08,115,DOSES(J07E1),65 ans et plus,1176
2023-2024,2024-02-08,115,ACTE(VGP),moins de 65 ans,707
2023-2024,2024-02-08,115,DOSES(J07E1),moins de 65 ans,1076
2023-2024,2024-02-09,116,ACTE(VGP),65 ans et plus,775
2023-2024,2024-02-09,116,DOSES(J07E1),65 ans et plus,898
2023-2024,2024-02-09,116,ACTE(VGP),moins de 65 ans,649
2023-2024,2024-02-09,116,DOSES(J07E1),moins de 65 ans,988
2023-2024,2024-02-10,117,ACTE(VGP),65 ans et plus,272
2023-2024,2024-02-10,117,DOSES(J07E1),65 ans et plus,372
2023-2024,2024-02-10,117,ACTE(VGP),moins de 65 ans,410
2023-2024,2024-02-10,117,DOSES(J07E1),moins de 65 ans,642
2023-2024,2024-02-11,118,ACTE(VGP),65 ans et plus,21
2023-2024,2024-02-11,118,DOSES(J07E1),65 ans et plus,14
2023-2024,2024-02-11,118,ACTE(VGP),moins de 65 ans,10
2023-2024,2024-02-11,118,DOSES(J07E1),moins de 65 ans,18
2023-2024,2024-02-12,119,ACTE(VGP),65 ans et plus,531
2023-2024,2024-02-12,119,DOSES(J07E1),65 ans et plus,576
2023-2024,2024-02-12,119,ACTE(VGP),moins de 65 ans,556
2023-2024,2024-02-12,119,DOSES(J07E1),moins de 65 ans,762
2023-2024,2024-02-13,120,ACTE(VGP),65 ans et plus,534
2023-2024,2024-02-13,120,DOSES(J07E1),65 ans et plus,649
2023-2024,2024-02-13,120,ACTE(VGP),moins de 65 ans,495
2023-2024,2024-02-13,120,DOSES(J07E1),moins de 65 ans,787
2023-2024,2024-02-14,121,ACTE(VGP),65 ans et plus,400
2023-2024,2024-02-14,121,DOSES(J07E1),65 ans et plus,416
2023-2024,2024-02-14,121,ACTE(VGP),moins de 65 ans,422
2023-2024,2024-02-14,121,DOSES(J07E1),moins de 65 ans,692
2023-2024,2024-02-15,122,ACTE(VGP),65 ans et plus,429
2023-2024,2024-02-15,122,DOSES(J07E1),65 ans et plus,550
2023-2024,2024-02-15,122,ACTE(VGP),moins de 65 ans,432
2023-2024,2024-02-15,122,DOSES(J07E1),moins de 65 ans,584
2023-2024,2024-02-16,123,ACTE(VGP),65 ans et plus,393
2023-2024,2024-02-16,123,DOSES(J07E1),65 ans et plus,379
2023-2024,2024-02-16,123,ACTE(VGP),moins de 65 ans,443
2023-2024,2024-02-16,123,DOSES(J07E1),moins de 65 ans,643
2023-2024,2024-02-17,124,ACTE(VGP),65 ans et plus,185
2023-2024,2024-02-17,124,DOSES(J07E1),65 ans et plus,208
2023-2024,2024-02-17,124,ACTE(VGP),moins de 65 ans,246
2023-2024,2024-02-17,124,DOSES(J07E1),moins de 65 ans,401
2023-2024,2024-02-18,125,ACTE(VGP),65 ans et plus,9
2023-2024,2024-02-18,125,DOSES(J07E1),65 ans et plus,4
2023-2024,2024-02-18,125,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-02-18,125,DOSES(J07E1),moins de 65 ans,2
2023-2024,2024-02-19,126,ACTE(VGP),65 ans et plus,404
2023-2024,2024-02-19,126,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-19,126,ACTE(VGP),moins de 65 ans,377
2023-2024,2024-02-19,126,DOSES(J07E1),moins de 65 ans,513
2023-2024,2024-02-20,127,ACTE(VGP),65 ans et plus,416
2023-2024,2024-02-20,127,DOSES(J07E1),65 ans et plus,420
2023-2024,2024-02-20,127,ACTE(VGP),moins de 65 ans,360
2023-2024,2024-02-20,127,DOSES(J07E1),moins de 65 ans,575
2023-2024,2024-02-21,128,ACTE(VGP),65 ans et plus,305
2023-2024,2024-02-21,128,DOSES(J07E1),65 ans et plus,283
2023-2024,2024-02-21,128,ACTE(VGP),moins de 65 ans,305
2023-2024,2024-02-21,128,DOSES(J07E1),moins de 65 ans,528
2023-2024,2024-02-22,129,ACTE(VGP),65 ans et plus,294
2023-2024,2024-02-22,129,DOSES(J07E1),65 ans et plus,381
2023-2024,2024-02-22,129,ACTE(VGP),moins de 65 ans,267
2023-2024,2024-02-22,129,DOSES(J07E1),moins de 65 ans,441
2023-2024,2024-02-23,130,ACTE(VGP),65 ans et plus,308
2023-2024,2024-02-23,130,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-23,130,ACTE(VGP),moins de 65 ans,316
2023-2024,2024-02-23,130,DOSES(J07E1),moins de 65 ans,472
2023-2024,2024-02-24,131,ACTE(VGP),65 ans et plus,103
2023-2024,2024-02-24,131,DOSES(J07E1),65 ans et plus,144
2023-2024,2024-02-24,131,ACTE(VGP),moins de 65 ans,211
2023-2024,2024-02-24,131,DOSES(J07E1),moins de 65 ans,306
2023-2024,2024-02-25,132,ACTE(VGP),65 ans et plus,5
2023-2024,2024-02-25,132,DOSES(J07E1),65 ans et plus,6
2023-2024,2024-02-25,132,ACTE(VGP),moins de 65 ans,8
2023-2024,2024-02-25,132,DOSES(J07E1),moins de 65 ans,7
2023-2024,2024-02-26,133,ACTE(VGP),65 ans et plus,270
2023-2024,2024-02-26,133,DOSES(J07E1),65 ans et plus,253
2023-2024,2024-02-26,133,ACTE(VGP),moins de 65 ans,283
2023-2024,2024-02-26,133,DOSES(J07E1),moins de 65 ans,374
2023-2024,2024-02-27,134,ACTE(VGP),65 ans et plus,320
2023-2024,2024-02-27,134,DOSES(J07E1),65 ans et plus,323
2023-2024,2024-02-27,134,ACTE(VGP),moins de 65 ans,292
2023-2024,2024-02-27,134,DOSES(J07E1),moins de 65 ans,405
2023-2024,2024-02-28,135,ACTE(VGP),65 ans et plus,261
2023-2024,2024-02-28,135,DOSES(J07E1),65 ans et plus,334
2023-2024,2024-02-28,135,ACTE(VGP),moins de 65 ans,278
2023-2024,2024-02-28,135,DOSES(J07E1),moins de 65 ans,467
2024-2025,2024-10-15,1,ACTE(VGP),65 ans et plus,146334
2024-2025,2024-10-15,1,DOSES(J07E1),65 ans et plus,341944
2024-2025,2024-10-15,1,ACTE(VGP),moins de 65 ans,44589
2024-2025,2024-10-15,1,DOSES(J07E1),moins de 65 ans,91436
2024-2025,2024-10-16,2,ACTE(VGP),65 ans et plus,115083
2024-2025,2024-10-16,2,DOSES(J07E1),65 ans et plus,255443
2024-2025,2024-10-16,2,ACTE(VGP),moins de 65 ans,34347
2024-2025,2024-10-16,2,DOSES(J07E1),moins de 65 ans,69248
2024-2025,2024-10-17,3,ACTE(VGP),65 ans et plus,110854
2024-2025,2024-10-17,3,DOSES(J07E1),65 ans et plus,233798
2024-2025,2024-10-17,3,ACTE(VGP),moins de 65 ans,30414
2024-2025,2024-10-17,3,DOSES(J07E1),moins de 65 ans,58682
2024-2025,2024-10-18,4,ACTE(VGP),65 ans et plus,109709
2024-2025,2024-10-18,4,DOSES(J07E1),65 ans et plus,224778
2024-2025,2024-10-18,4,ACTE(VGP),moins de 65 ans,34582
2024-2025,2024-10-18,4,DOSES(J07E1),moins de 65 ans,62795
2024-2025,2024-10-19,5,ACTE(VGP),65 ans et plus,31866
2024-2025,2024-10-19,5,DOSES(J07E1),65 ans et plus,86732
2024-2025,2024-10-19,5,ACTE(VGP),moins de 65 ans,19072
2024-2025,2024-10-19,5,DOSES(J07E1),moins de 65 ans,37235
2024-2025,2024-10-20,6,ACTE(VGP),65 ans et plus,396
2024-2025,2024-10-20,6,DOSES(J07E1),65 ans et plus,1551
2024-2025,2024-10-20,6,ACTE(VGP),moins de 65 ans,250
2024-2025,2024-10-20,6,DOSES(J07E1),moins de 65 ans,559
2024-2025,2024-10-21,7,ACTE(VGP),65 ans et plus,98966
2024-2025,2024-10-21,7,DOSES(J07E1),65 ans et plus,197652
2024-2025,2024-10-21,7,ACTE(VGP),moins de 65 ans,28323
2024-2025,2024-10-21,7,DOSES(J07E1),moins de 65 ans,53840
2024-2025,2024-10-22,8,ACTE(VGP),65 ans et plus,121847
2024-2025,2024-10-22,8,DOSES(J07E1),65 ans et plus,230897
2024-2025,2024-10-22,8,ACTE(VGP),moins de 65 ans,30945
2024-2025,2024-10-22,8,DOSES(J07E1),moins de 65 ans,56879
2024-2025,2024-10-23,9,ACTE(VGP),65 ans et plus,91773
2024-2025,2024-10-23,9,DOSES(J07E1),65 ans et plus,182718
2024-2025,2024-10-23,9,ACTE(VGP),moins de 65 ans,25787
2024-2025,2024-10-23,9,DOSES(J07E1),moins de 65 ans,49005
2024-2025,2024-10-24,10,ACTE(VGP),65 ans et plus,93236
2024-2025,2024-10-24,10,DOSES(J07E1),65 ans et plus,180034
2024-2025,2024-10-24,10,ACTE(VGP),moins de 65 ans,25277
2024-2025,2024-10-24,10,DOSES(J07E1),moins de 65 ans,47625
2024-2025,2024-10-25,11,ACTE(VGP),65 ans et plus,92645
2024-2025,2024-10-25,11,DOSES(J07E1),65 ans et plus,175682
2024-2025,2024-10-25,11,ACTE(VGP),moins de 65 ans,30962
2024-2025,2024-10-25,11,DOSES(J07E1),moins de 65 ans,54557
2024-2025,2024-10-26,12,ACTE(VGP),65 ans et plus,26970
2024-2025,2024-10-26,12,DOSES(J07E1),65 ans et plus,69793
2024-2025,2024-10-26,12,ACTE(VGP),moins de 65 ans,16784
2024-2025,2024-10-26,12,DOSES(J07E1),moins de 65 ans,31719
2024-2025,2024-10-27,13,ACTE(VGP),65 ans et plus,317
2024-2025,2024-10-27,13,DOSES(J07E1),65 ans et plus,1108
2024-2025,2024-10-27,13,ACTE(VGP),moins de 65 ans,202
2024-2025,2024-10-27,13,DOSES(J07E1),moins de 65 ans,423
2024-2025,2024-10-28,14,ACTE(VGP),65 ans et plus,97442
2024-2025,2024-10-28,14,DOSES(J07E1),65 ans et plus,183917
2024-2025,2024-10-28,14,ACTE(VGP),moins de 65 ans,28962
2024-2025,2024-10-28,14,DOSES(J07E1),moins de 65 ans,53895
2024-2025,2024-10-29,15,ACTE(VGP),65 ans et plus,116049
2024-2025,2024-10-29,15,DOSES(J07E1),65 ans et plus,209586
2024-2025,2024-10-29,15,ACTE(VGP),moins de 65 ans,31500
2024-2025,2024-10-29,15,DOSES(J07E1),moins de 65 ans,56023
2024-2025,2024-10-30,16,ACTE(VGP),65 ans et plus,89703
2024-2025,2024-10-30,16,DOSES(J07E1),65 ans et plus,171559
2024-2025,2024-10-30,16,ACTE(VGP),moins de 65 ans,27159
2024-2025,2024-10-30,16,DOSES(J07E1),moins de 65 ans,50491
2024-2025,2024-10-31,17,ACTE(VGP),65 ans et plus,92243
2024-2025,2024-10-31,17,DOSES(J07E1),65 ans et plus,170713
2024-2025,2024-10-31,17,ACTE(VGP),moins de 65 ans,30762
2024-2025,2024-10-31,17,DOSES(J07E1),moins de 65 ans,53897
2024-2025,2024-11-01,18,ACTE(VGP),65 ans et plus,618
2024-2025,2024-11-01,18,DOSES(J07E1),65 ans et plus,1864
2024-2025,2024-11-01,18,ACTE(VGP),moins de 65 ans,385
2024-2025,2024-11-01,18,DOSES(J07E1),moins de 65 ans,777
2024-2025,2024-11-02,19,ACTE(VGP),65 ans et plus,31433
2024-2025,2024-11-02,19,DOSES(J07E1),65 ans et plus,78009
2024-2025,2024-11-02,19,ACTE(VGP),moins de 65 ans,17888
2024-2025,2024-11-02,19,DOSES(J07E1),moins de 65 ans,33741
2024-2025,2024-11-03,20,ACTE(VGP),65 ans et plus,272
2024-2025,2024-11-03,20,DOSES(J07E1),65 ans et plus,694
2024-2025,2024-11-03,20,ACTE(VGP),moins de 65 ans,185
2024-2025,2024-11-03,20,DOSES(J07E1),moins de 65 ans,312
2024-2025,2024-11-04,21,ACTE(VGP),65 ans et plus,125505
2024-2025,2024-11-04,21,DOSES(J07E1),65 ans et plus,222190
2024-2025,2024-11-04,21,ACTE(VGP),moins de 65 ans,31148
2024-2025,2024-11-04,21,DOSES(J07E1),moins de 65 ans,56423
2024-2025,2024-11-05,22,ACTE(VGP),65 ans et plus,157029
2024-2025,2024-11-05,22,DOSES(J07E1),65 ans et plus,262013
2024-2025,2024-11-05,22,ACTE(VGP),moins de 65 ans,34311
2024-2025,2024-11-05,22,DOSES(J07E1),moins de 65 ans,61032
2024-2025,2024-11-06,23,ACTE(VGP),65 ans et plus,119631
2024-2025,2024-11-06,23,DOSES(J07E1),65 ans et plus,204412
2024-2025,2024-11-06,23,ACTE(VGP),moins de 65 ans,29642
2024-2025,2024-11-06,23,DOSES(J07E1),moins de 65 ans,53794
2024-2025,2024-11-07,24,ACTE(VGP),65 ans et plus,129837
2024-2025,2024-11-07,24,DOSES(J07E1),65 ans et plus,214453
2024-2025,2024-11-07,24,ACTE(VGP),moins de 65 ans,30268
2024-2025,2024-11-07,24,DOSES(J07E1),moins de 65 ans,53429
2024-2025,2024-11-08,25,ACTE(VGP),65 ans et plus,130518
2024-2025,2024-11-08,25,DOSES(J07E1),65 ans et plus,209961
2024-2025,2024-11-08,25,ACTE(VGP),moins de 65 ans,38389
2024-2025,2024-11-08,25,DOSES(J07E1),moins de 65 ans,62962
2024-2025,2024-11-09,26,ACTE(VGP),65 ans et plus,35262
2024-2025,2024-11-09,26,DOSES(J07E1),65 ans et plus,76950
2024-2025,2024-11-09,26,ACTE(VGP),moins de 65 ans,22305
2024-2025,2024-11-09,26,DOSES(J07E1),moins de 65 ans,39595
2024-2025,2024-11-10,27,ACTE(VGP),65 ans et plus,298
2024-2025,2024-11-10,27,DOSES(J07E1),65 ans et plus,1033
2024-2025,2024-11-10,27,ACTE(VGP),moins de 65 ans,238
2024-2025,2024-11-10,27,DOSES(J07E1),moins de 65 ans,497
2024-2025,2024-11-11,28,ACTE(VGP),65 ans et plus,681
2024-2025,2024-11-11,28,DOSES(J07E1),65 ans et plus,1632
2024-2025,2024-11-11,28,ACTE(VGP),moins de 65 ans,369
2024-2025,2024-11-11,28,DOSES(J07E1),moins de 65 ans,715
2024-2025,2024-11-12,29,ACTE(VGP),65 ans et plus,171854
2024-2025,2024-11-12,29,DOSES(J07E1),65 ans et plus,270807
2024-2025,2024-11-12,29,ACTE(VGP),moins de 65 ans,37041
2024-2025,2024-11-12,29,DOSES(J07E1),moins de 65 ans,63405
2024-2025,2024-11-13,30,ACTE(VGP),65 ans et plus,139972
2024-2025,2024-11-13,30,DOSES(J07E1),65 ans et plus,220083
2024-2025,2024-11-13,30,ACTE(VGP),moins de 65 ans,32282
2024-2025,2024-11-13,30,DOSES(J07E1),moins de 65 ans,56767
2024-2025,2024-11-14,31,ACTE(VGP),65 ans et plus,145403
2024-2025,2024-11-14,31,DOSES(J07E1),65 ans et plus,221578
2024-2025,2024-11-14,31,ACTE(VGP),moins de 65 ans,32075
2024-2025,2024-11-14,31,DOSES(J07E1),moins de 65 ans,54163
2024-2025,2024-11-15,32,ACTE(VGP),65 ans et plus,140714
2024-2025,2024-11-15,32,DOSES(J07E1),65 ans et plus,209196
2024-2025,2024-11-15,32,ACTE(VGP),moins de 65 ans,38595
2024-2025,2024-11-15,32,DOSES(J07E1),moins de 65 ans,61328
2024-2025,2024-11-16,33,ACTE(VGP),65 ans et plus,35611
2024-2025,2024-11-16,33,DOSES(J07E1),65 ans et plus,68433
2024-2025,2024-11-16,33,ACTE(VGP),moins de 65 ans,21404
2024-2025,2024-11-16,33,DOSES(J07E1),moins de 65 ans,37109
2024-2025,2024-11-17,34,ACTE(VGP),65 ans et plus,212
2024-2025,2024-11-17,34,DOSES(J07E1),65 ans et plus,554
2024-2025,2024-11-17,34,ACTE(VGP),moins de 65 ans,193
2024-2025,2024-11-17,34,DOSES(J07E1),moins de 65 ans,425
2024-2025,2024-11-18,35,ACTE(VGP),65 ans et plus,124035
2024-2025,2024-11-18,35,DOSES(J07E1),65 ans et plus,183173
2024-2025,2024-11-18,35,ACTE(VGP),moins de 65 ans,29612
2024-2025,2024-11-18,35,DOSES(J07E1),moins de 65 ans,49584
2024-2025,2024-11-19,36,ACTE(VGP),65 ans et plus,137240
2024-2025,2024-11-19,36,DOSES(J07E1),65 ans et plus,196775
2024-2025,2024-11-19,36,ACTE(VGP),moins de 65 ans,29923
2024-2025,2024-11-19,36,DOSES(J07E1),moins de 65 ans,49103
2024-2025,2024-11-20,37,ACTE(VGP),65 ans et plus,112235
2024-2025,2024-11-20,37,DOSES(J07E1),65 ans et plus,164260
2024-2025,2024-11-20,37,ACTE(VGP),moins de 65 ans,28696
2024-2025,2024-11-20,37,DOSES(J07E1),moins de 65 ans,47866
2024-2025,2024-11-21,38,ACTE(VGP),65 ans et plus,89737
2024-2025,2024-11-21,38,DOSES(J07E1),65 ans et plus,131390
2024-2025,2024-11-21,38,ACTE(VGP),moins de 65 ans,24223
2024-2025,2024-11-21,38,DOSES(J07E1),moins de 65 ans,39919
2024-2025,2024-11-22,39,ACTE(VGP),65 ans et plus,95503
2024-2025,2024-11-22,39,DOSES(J07E1),65 ans et plus,138277
2024-2025,2024-11-22,39,ACTE(VGP),moins de 65 ans,31206
2024-2025,2024-11-22,39,DOSES(J07E1),moins de 65 ans,48146
2024-2025,2024-11-23,40,ACTE(VGP),65 ans et plus,27265
2024-2025,2024-11-23,40,DOSES(J07E1),65 ans et plus,49025
2024-2025,2024-11-23,40,ACTE(VGP),moins de 65 ans,18461
2024-2025,2024-11-23,40,DOSES(J07E1),moins de 65 ans,30621
2024-2025,2024-11-24,41,ACTE(VGP),65 ans et plus,169
2024-2025,2024-11-24,41,DOSES(J07E1),65 ans et plus,352
2024-2025,2024-11-24,41,ACTE(VGP),moins de 65 ans,280
2024-2025,2024-11-24,41,DOSES(J07E1),moins de 65 ans,497
2024-2025,2024-11-25,42,ACTE(VGP),65 ans et plus,88069
2024-2025,2024-11-25,42,DOSES(J07E1),65 ans et plus,124967
2024-2025,2024-11-25,42,ACTE(VGP),moins de 65 ans,23751
2024-2025,2024-11-25,42,DOSES(J07E1),moins de 65 ans,38550
2024-2025,2024-11-26,43,ACTE(VGP),65 ans et plus,105205
2024-2025,2024-11-26,43,DOSES(J07E1),65 ans et plus,145384
2024-2025,2024-11-26,43,ACTE(VGP),moins de 65 ans,24108
2024-2025,2024-11-26,43,DOSES(J07E1),moins de 65 ans,39112
2024-2025,2024-11-27,44,ACTE(VGP),65 ans et plus,71564
2024-2025,2024-11-27,44,DOSES(J07E1),65 ans et plus,103064
2024-2025,2024-11-27,44,ACTE(VGP),moins de 65 ans,20752
2024-2025,2024-11-27,44,DOSES(J07E1),moins de 65 ans,34006
2024-2025,2024-11-28,45,ACTE(VGP),65 ans et plus,77904
2024-2025,2024-11-28,45,DOSES(J07E1),65 ans et plus,107901
2024-2025,2024-11-28,45,ACTE(VGP),moins de 65 ans,19804
2024-2025,2024-11-28,45,DOSES(J07E1),moins de 65 ans,32652
2024-2025,2024-11-29,46,ACTE(VGP),65 ans et plus,69976
2024-2025,2024-11-29,46,DOSES(J07E1),65 ans et plus,96897
2024-2025,2024-11-29,46,ACTE(VGP),moins de 65 ans,23758
2024-2025,2024-11-29,46,DOSES(J07E1),moins de 65 ans,36245
2024-2025,2024-11-30,47,ACTE(VGP),65 ans et plus,19081
2024-2025,2024-11-30,47,DOSES(J07E1),65 ans et plus,32920
2024-2025,2024-11-30,47,ACTE(VGP),moins de 65 ans,13478
2024-2025,2024-11-30,47,DOSES(J07E1),moins de 65 ans,22506
2024-2025,2024-12-01,48,ACTE(VGP),65 ans et plus,311
2024-2025,2024-12-01,48,DOSES(J07E1),65 ans et plus,492
2024-2025,2024-12-01,48,ACTE(VGP),moins de 65 ans,228
2024-2025,2024-12-01,48,DOSES(J07E1),moins de 65 ans,443
2024-2025,2024-12-02,49,ACTE(VGP),65 ans et plus,61894
2024-2025,2024-12-02,49,DOSES(J07E1),65 ans et plus,84249
2024-2025,2024-12-02,49,ACTE(VGP),moins de 65 ans,18342
2024-2025,2024-12-02,49,DOSES(J07E1),moins de 65 ans,28930
2024-2025,2024-12-03,50,ACTE(VGP),65 ans et plus,70670
2024-2025,2024-12-03,50,DOSES(J07E1),65 ans et plus,94997
2024-2025,2024-12-03,50,ACTE(VGP),moins de 65 ans,19193
2024-2025,2024-12-03,50,DOSES(J07E1),moins de 65 ans,29999
2024-2025,2024-12-04,51,ACTE(VGP),65 ans et plus,51358
2024-2025,2024-12-04,51,DOSES(J07E1),65 ans et plus,71796
2024-2025,2024-12-04,51,ACTE(VGP),moins de 65 ans,16626
2024-2025,2024-12-04,51,DOSES(J07E1),moins de 65 ans,26682
2024-2025,2024-12-05,52,ACTE(VGP),65 ans et plus,57999
2024-2025,2024-12-05,52,DOSES(J07E1),65 ans et plus,77707
2024-2025,2024-12-05,52,ACTE(VGP),moins de 65 ans,18041
2024-2025,2024-12-05,52,DOSES(J07E1),moins de 65 ans,28097
2024-2025,2024-12-06,53,ACTE(VGP),65 ans et plus,64257
2024-2025,2024-12-06,53,DOSES(J07E1),65 ans et plus,84020
2024-2025,2024-12-06,53,ACTE(VGP),moins de 65 ans,22473
2024-2025,2024-12-06,53,DOSES(J07E1),moins de 65 ans,32631
2024-2025,2024-12-07,54,ACTE(VGP),65 ans et plus,16828
2024-2025,2024-12-07,54,DOSES(J07E1),65 ans et plus,26363
2024-2025,2024-12-07,54,ACTE(VGP),moins de 65 ans,13734
2024-2025,2024-12-07,54,DOSES(J07E1),moins de 65 ans,20474
2024-2025,2024-12-08,55,ACTE(VGP),65 ans et plus,117
2024-2025,2024-12-08,55,DOSES(J07E1),65 ans et plus,138
2024-2025,2024-12-08,55,ACTE(VGP),moins de 65 ans,223
2024-2025,2024-12-08,55,DOSES(J07E1),moins de 65 ans,344
2024-2025,2024-12-09,56,ACTE(VGP),65 ans et plus,52025
2024-2025,2024-12-09,56,DOSES(J07E1),65 ans et plus,69465
2024-2025,2024-12-09,56,ACTE(VGP),moins de 65 ans,17639
2024-2025,2024-12-09,56,DOSES(J07E1),moins de 65 ans,26429
2024-2025,2024-12-10,57,ACTE(VGP),65 ans et plus,58186
2024-2025,2024-12-10,57,DOSES(J07E1),65 ans et plus,76673
2024-2025,2024-12-10,57,ACTE(VGP),moins de 65 ans,17887
2024-2025,2024-12-10,57,DOSES(J07E1),moins de 65 ans,26913
2024-2025,2024-12-11,58,ACTE(VGP),65 ans et plus,43167
2024-2025,2024-12-11,58,DOSES(J07E1),65 ans et plus,57984
2024-2025,2024-12-11,58,ACTE(VGP),moins de 65 ans,16199
2024-2025,2024-12-11,58,DOSES(J07E1),moins de 65 ans,24708
2024-2025,2024-12-12,59,ACTE(VGP),65 ans et plus,43518
2024-2025,2024-12-12,59,DOSES(J07E1),65 ans et plus,57749
2024-2025,2024-12-12,59,ACTE(VGP),moins de 65 ans,15079
2024-2025,2024-12-12,59,DOSES(J07E1),moins de 65 ans,22797
2024-2025,2024-12-13,60,ACTE(VGP),65 ans et plus,42840
2024-2025,2024-12-13,60,DOSES(J07E1),65 ans et plus,56263
2024-2025,2024-12-13,60,ACTE(VGP),moins de 65 ans,18487
2024-2025,2024-12-13,60,DOSES(J07E1),moins de 65 ans,26394
2024-2025,2024-12-14,61,ACTE(VGP),65 ans et plus,16144
